Generated Answer,Ground Truth,Context1,Context2,Context3
"According to the document, modern historians divide Indian history into several periods based on economic and social factors, rather than just Hindu, Muslim, and British eras. They consider events such as the spread of peasant societies, rise of regional and imperial state formations, development of major religions like Hinduism and Islam, and arrival of European trading companies to characterize different moments in Indian history.
","According to the context, modern historians divide Indian history into different periods based on economic and social factors. The traditional periodisation of Hindu, Muslim, and British periods is no longer widely accepted. Instead, historians consider major elements such as the spread of peasant societies, rise of regional and imperial state formations, development of Hinduism and Islam, and arrival of European trading companies to characterise different moments of the past.","68 Exploring Society: India and Beyond
Tapestry of the Past remember them all now; we will use some of them as we go along. When historians study, say, a king or queen of 1,500 years ago, an ancient monument, a war or some items of trade, they take great care to gather information from as many sources as they can find and consult. Sometimes, the sources confirm each other (the jigsaw pieces match); at other times, sources may give contradictory information (the jigsaw pieces don’t match), in which case they need to decide which source they can trust more. That is how they try to re-create the history of the period they are studying. Who contributes to all these sources of history? Historians themselves, but also archaeologists, epigraphists (who study ancient inscriptions), anthropologists (who study human societies and their cultures), experts in literature and languages, and some more. In addition, in the last 50","some coherence. It is to tell a story in a way that makes some sense and can be followed. In the process we focus only on those events that help us to give shape to the story we are telling. In the histories that revolve around the life of British Governor-Generals, the activities of Indians simply do not fit, they have no space. What, then, do we do? Clearly, we need another format for our history. This would mean that the old dates will no longer have the significance they earlier had. A new set of dates will become more important for us to know.
How do we periodise? In 1817, James Mill, a Scottish economist and political philosopher, published a massive three-volume work, A History of British India. In this, he divided Indian history into three periods – Hindu, Muslim and British. This periodisation came to be widely accepted. Can you think of any problem with this way of looking at Indian history? Why do we try and divide history into different periods?","13 INTRODUCTION: TRA... Few historians follow this periodisation today. Most look to economic and social factors to characterise the major elements of different moments of the past. The histories you read last year included a wide range of early societies – hunter-gatherers, early farmers, people living in towns and villages, and early empires and kingdoms. The histories you will be studying this more about the spread of peasant societies, the rise of regional and imperial state formations – sometimes at the cost of pastoral and forest people – the development of Hinduism and Islam as major religions and the arrival of European trading companies.
These thousand years of Indian history witnessed considerable change. After all, the sixteenth and eighteenth centuries were quite different from the eighth or the eleventh. Therefore, describing the entire period as one historical unit is not without its problems. Moreover, the “medieval” period is often contrasted with"
"According to the provided document, the role of the Collector in British administration was related to an administrative institution called the ""collectorate"", which had its own record room for preserving important documents. The Collector's office was likely responsible for maintaining records and managing land rights, as mentioned in the document.
","Based on the context provided, the Collector was a role in British administration that had a record room attached to it. This suggests that the Collector's office maintained official records and documents, which were preserved for future reference.","Pitt, one of the Principal Secretaries of State to the English monarch, on 7 January 1759 from Calcutta: But so large a sovereignty may possibly be an object too extensive for a mercantile Company … I flatter myself … that there will be little or no difficulty in obtaining the absolute possession of these rich kingdoms: ... Now I leave you to judge, whether an income yearly of two million sterling with the possession of three provinces … be an object deserving the public attention ... Source 1 Fig. 6 – Sirajuddaulah chap 1-4.indd 13 4/22/2022 2:49:30 PM Reprint 2024-25

","INTRODUCTION: HOW, WHEN AND WHERE 5 How do We Know? What sources do historians use in writing about the last 250 years of Indian history? Administration produces records One important source is the official records of the British administration. The British believed that the act of writing was important. Every instruction, plan, policy decision, agreement, investigation had to be clearly written up. Once this was done, things could be properly studied and debated. This conviction produced an administrative culture of memos, notings and reports. The British also felt that all important documents and letters needed to be carefully preserved. So they set up record rooms attached to all administrative institutions. The village tahsildar’s office, the collectorate, the commissioner’s office, the provincial secretariats, the lawcourts – all had their record rooms. Specialised institutions like archives and museums were also established to preserve important records.

","60 OUR PASTS – III they would remain safe and their rights and claims to land would not be denied. Nevertheless, hundreds of sepoys, rebels, nawabs and rajas were tried and hanged. Aftermath The British had regained control of the country by the end of 1859, but they could not carry on ruling the land with the same policies any more. Given below are the important changes that were introduced by the British.

The British Parliament passed a new Act in 1858 and transferred the powers of the East India Company to the British Crown in order to ensure a more responsible management of Indian affairs. A member of the British Cabinet was appointed Secretary of State for India and made responsible for all matters related to the governance of India. He was given a council to advise him, called the India Council. The Governor-General of India was given the title of Viceroy, that is, a personal representative of the Crown. Through these measures,"
"According to the context, the British used technology to strengthen their control over India by introducing steamship technology in the early nineteenth century. This reduced the journey time from six to eight months to just three weeks, enabling more Britishers and their families to travel to India. As a result, the East India Company was able to exercise direct rule over about 63% of the territory and 78% of the population by 1857.
","According to the context, the British used steam technology to strengthen their control over India by reducing the journey time to three weeks, enabling more Britishers and their families to come to a far-off country like India. This allowed for a greater presence of British officials and influence in India.","20 OUR PASTS – III Fig. 14 a, b, c – Expansion of British territorial power in India Look at these maps along with a present-day political map of India. In each of these maps, try and identify the different parts of India that were not under British rule. Fig. 14 a – India, 1797 Fig. 14 b – India, 1840 Fig. 14 c – India, 1857 chap 1-4.indd 20 4/22/2022 2:49:40 PM Reprint 2024-25

","of new steam technology in the early nineteenth century also aided this process. Till then it would take anywhere between six and eight months to travel to India by sea. Steamships reduced the journey time to three weeks enabling more Britishers and their families to come to a far-off country like India. By 1857, the Company came to exercise direct rule over about 63 per cent of the territory and 78 per cent of the population of the Indian subcontinent. Combined with its indirect influence on the remaining territory and population of the country, the East India Company had virtually the whole of India under its control. Fig. 16 – A sawar of Bengal in the service of the Company, painted by an unknown Indian artist, 1780 After the battles with the Marathas and the Mysore rulers, the Company realised the importance of strengthening its cavalry force. chap 1-4.indd 23 4/22/2022 2:49:43 PM Reprint 2024-25

","changes in the territories they conquered. Let’s imagine You are living in England in the late eighteenth or early nineteenth century. How would you have reacted to the stories of British conquests? Remember that you would have read about the immense fortunes that many of the officials were making. Let’s discuss 4. What attracted European trading companies to India? 5. What were the areas of conflict between the
Bengal nawabs and the East India Company? chap 1-4.indd 24 4/22/2022 2:49:46 PM Reprint 2024-25"
"According to the provided context, the East India Company was appointed as the Diwan of Bengal on August 12, 1765.
","According to the context, the East India Company was appointed as the Diwan of Bengal on August 12, 1765.","FROM TRADE TO TERRITORY 25 6. How did the assumption of Diwani benefit the East India Company? 7. Explain the system of “subsidiary alliance”. 8. In what way was the administration of the Company different from that of Indian rulers? 9. Describe the changes that occurred in the composition of the Company’s army. Let’s do 10. After the British conquest of Bengal, Calcutta grew from small village to a big city. Find out about the culture, architecture and the life of Europeans and Indians of the city during the colonial period. 11. Collect pictures, stories, poems and infor mation about any of the following – the Rani of Jhansi, Mahadji Sindhia, Haidar Ali, Maharaja Ranjit Singh, Lord Dalhousie or any other contemporary ruler of your region. chap 1-4.indd 25 4/22/2022 2:49:46 PM Reprint 2024-25

","Fig. 1 – Robert Clive accepting the Diwani
of Bengal, Bihar and Orissa from the Mughal ruler in 1765 The Company Becomes the Diwan On 12 August 1765, the Mughal emperor appointed the East India Company as the Diwan of Bengal. The actual event most probably took place in Robert Clive’s tent, with a few Englishmen and Indians as witnesses. But in the painting above, the event is shown as a majestic occasion, taking place in a grand setting. The painter was commissioned by Clive to record the memorable events in Clive’s life. The grant of Diwani clearly was one such event in British imagination. As Diwan, the Company became the chief financial administrator of the territory under its control. Now it had to think of administering the land and organising its revenue resources. This had to be done in a way that could yield enough revenue to meet the growing expenses of the company. A trading company had also to ensure that it could buy the products it needed and

","of new steam technology in the early nineteenth century also aided this process. Till then it would take anywhere between six and eight months to travel to India by sea. Steamships reduced the journey time to three weeks enabling more Britishers and their families to come to a far-off country like India. By 1857, the Company came to exercise direct rule over about 63 per cent of the territory and 78 per cent of the population of the Indian subcontinent. Combined with its indirect influence on the remaining territory and population of the country, the East India Company had virtually the whole of India under its control. Fig. 16 – A sawar of Bengal in the service of the Company, painted by an unknown Indian artist, 1780 After the battles with the Marathas and the Mysore rulers, the Company realised the importance of strengthening its cavalry force. chap 1-4.indd 23 4/22/2022 2:49:43 PM Reprint 2024-25"
"The Mughal emperor granted the Diwani rights to the British, specifically the East India Company, on August 12, 1765.
",The Mughal emperor granted the Diwani rights to the British on 12 August 1765.,"Fig. 1 – Robert Clive accepting the Diwani
of Bengal, Bihar and Orissa from the Mughal ruler in 1765 The Company Becomes the Diwan On 12 August 1765, the Mughal emperor appointed the East India Company as the Diwan of Bengal. The actual event most probably took place in Robert Clive’s tent, with a few Englishmen and Indians as witnesses. But in the painting above, the event is shown as a majestic occasion, taking place in a grand setting. The painter was commissioned by Clive to record the memorable events in Clive’s life. The grant of Diwani clearly was one such event in British imagination. As Diwan, the Company became the chief financial administrator of the territory under its control. Now it had to think of administering the land and organising its revenue resources. This had to be done in a way that could yield enough revenue to meet the growing expenses of the company. A trading company had also to ensure that it could buy the products it needed and","when people revolt 61 2. All ruling chiefs of the country were assured that their territory would never be annexed in futur e. They were allowed to pass on their kingdoms to their heirs, including adopted sons. However, they were made to acknowledge the British Queen as their Sovereign Paramount. Thus the Indian rulers were to hold their kingdoms as subordinates of the British Crown. 3. It was decided that the proportion of Indian soldiers in the army woul d be reduced and the number of European soldiers would be increased. It was also decided that instead of recruiting soldiers from Awadh, Bihar, central India and south India, more soldiers would be recruited from among the Gurkhas, Sikhs and Pathans. 4. The land and property of Muslims was confiscated on a large scale and they were treated with suspicion and hostility. The British believed that they were responsible for the uprising in a big way. 5. The British decided to respect the customary religious and

","turn was defeated in a battle fought at Buxar (1764), driven out of Bengal, and Mir Jafar was reinstalled. The Nawab had to pay Rs. 500,000 every month but the Company wanted more money to finance its wars, and meet the demands of trade and its other expenses. It wanted more territories and more revenue. By the time Mir Jafar died in 1765, the mood of the Company had changed. Having failed to work with puppet nawabs, Clive declared: “We must indeed become
nawabs ourselves”. Finally, in 1765 the Mughal emperor appointed the Company as the Diwan of the provinces of Bengal. The Diwani allowed the Company to use the vast revenue resources of Bengal. This solved a major problem that the Company had earlier faced. From the early eighteenth century, its trade with India had expanded. But it had to buy most of the goods in India with gold and silver imported from Britain. This was because at this time Britain had no goods to sell in India. The outflow of"
"As Diwan, the Company's main financial responsibility was to administer the revenue resources of the territory under its control, yielding enough revenue to meet the growing expenses of the company, including financing wars, trade, and other expenses.
","According to the context, as Diwan, the Company's main financial responsibility was to administer the territory and organize its revenue resources in a way that could yield enough revenue to meet the growing expenses of the company.","Fig. 1 – Robert Clive accepting the Diwani
of Bengal, Bihar and Orissa from the Mughal ruler in 1765 The Company Becomes the Diwan On 12 August 1765, the Mughal emperor appointed the East India Company as the Diwan of Bengal. The actual event most probably took place in Robert Clive’s tent, with a few Englishmen and Indians as witnesses. But in the painting above, the event is shown as a majestic occasion, taking place in a grand setting. The painter was commissioned by Clive to record the memorable events in Clive’s life. The grant of Diwani clearly was one such event in British imagination. As Diwan, the Company became the chief financial administrator of the territory under its control. Now it had to think of administering the land and organising its revenue resources. This had to be done in a way that could yield enough revenue to meet the growing expenses of the company. A trading company had also to ensure that it could buy the products it needed and",", and they could not be read easily as the Fig. 15 – Pages from the Diwan of Hafiz, 1824. Hafiz was a fourteenth-century poet whose collected works are known as Diwan. Notice the beautiful calligraphy and the elaborate illustration and design. Manuscripts like this continued to be produced for the rich even after the coming of the letterpress. Fig. 14 – Pages from the Gita Govinda of Jayadeva, eighteenth century. This is a palm-leaf handwritten manuscript in accordion format. 2024-25

","turn was defeated in a battle fought at Buxar (1764), driven out of Bengal, and Mir Jafar was reinstalled. The Nawab had to pay Rs. 500,000 every month but the Company wanted more money to finance its wars, and meet the demands of trade and its other expenses. It wanted more territories and more revenue. By the time Mir Jafar died in 1765, the mood of the Company had changed. Having failed to work with puppet nawabs, Clive declared: “We must indeed become
nawabs ourselves”. Finally, in 1765 the Mughal emperor appointed the Company as the Diwan of the provinces of Bengal. The Diwani allowed the Company to use the vast revenue resources of Bengal. This solved a major problem that the Company had earlier faced. From the early eighteenth century, its trade with India had expanded. But it had to buy most of the goods in India with gold and silver imported from Britain. This was because at this time Britain had no goods to sell in India. The outflow of"
"According to the text, the Company financed its trade after gaining Diwani rights by increasing revenue income, buying fine cotton and silk cloth as cheaply as possible, and using the vast revenue resources of Bengal. The Diwani rights allowed the Company to solve a major problem it had faced earlier, which was that Britain had no goods to sell in India, so it had to buy most goods with gold and silver imported from Britain.
","According to the context, the Company financed its trade after gaining Diwani rights by increasing revenue income. The effort was to increase revenue as much as possible and buy fine cotton and silk cloth as cheaply as possible.","This had to be done in a way that could yield enough revenue to meet the growing expenses of the company. A trading company had also to ensure that it could buy the products it needed and sell what it wanted. Ruling the Countryside 3 chap 1-4.indd 26 4/22/2022 2:49:47 PM Reprint 2024-25

","RULING THE COUNTRYSIDE 27 Over the years, the Company also learnt that it had to move with some caution. Being an alien power, it needed to pacify those who in the past had ruled the countryside, and enjoyed authority and prestige. Those who had held local power had to be controlled but they could not be
entirely eliminated. How was this to be done? In this chapter we will see how the Company came to colonise the countryside, organise revenue resources, redefine the rights of people, and produce the crops it wanted. Revenue for the Company The Company had become the Diwan, but it still saw itself primarily as a trader. It wanted a large revenue income but was unwilling to set up any regular system of assessment and collection. The effort was to increase the revenue as much as it could and buy fine cotton and silk cloth as cheaply as possible. Within five years, the value of goods bought by the Company in Bengal doubled. Before 1765, the Company had purchased","turn was defeated in a battle fought at Buxar (1764), driven out of Bengal, and Mir Jafar was reinstalled. The Nawab had to pay Rs. 500,000 every month but the Company wanted more money to finance its wars, and meet the demands of trade and its other expenses. It wanted more territories and more revenue. By the time Mir Jafar died in 1765, the mood of the Company had changed. Having failed to work with puppet nawabs, Clive declared: “We must indeed become
nawabs ourselves”. Finally, in 1765 the Mughal emperor appointed the Company as the Diwan of the provinces of Bengal. The Diwani allowed the Company to use the vast revenue resources of Bengal. This solved a major problem that the Company had earlier faced. From the early eighteenth century, its trade with India had expanded. But it had to buy most of the goods in India with gold and silver imported from Britain. This was because at this time Britain had no goods to sell in India. The outflow of"
"According to the document, Dr. B.R. Ambedkar contributed to the fight against caste discrimination by:
Organizing a temple entry movement in 1927, where his Mahar caste followers participated and Brahman priests were outraged when Dalits used water from the temple tank.
Leading three such movements for temple entry between 1927 and 1935, aiming to make everyone equal and have access to public wells, tanks, roads, and schools.
Himself cleaning toilets to dignify the work of sweepers and persuading upper castes to change their heart and give up the sin of untouchability.
Overall, Ambedkar's efforts focused on challenging caste-based discrimination and promoting social equality.","According to the context, Dr. B.R. Ambedkar contributed to the fight against caste discrimination by:

* Writing extensively about ""upper""-caste power in contemporary society after returning to India in 1919
* Starting a temple entry movement in 1927, which aimed to make everyone equal and organized satyagraha to secure Dalits' entry into temples, public wells, tanks, roads, and schools
* Leading three such movements for temple entry between 1927 and 1935
* Persuading upper castes to change their heart and give up 'the sin of untouchability'
* Organizing the Depressed Classes Association in 1930 and demanding separate electorates for Dalits","the humiliation of the “low” castes. This movement for caste reform was continued in the twentieth century by other great dalit leaders like Dr B.R. Ambedkar in western India and E.V. Ramaswamy Naicker in
the south. Who could enter temples? Ambedkar was born into a Mahar family. As a child he experienced what caste prejudice meant in everyday life. In school he was forced to sit outside the classroom on the ground, and was not allowed to drink water from taps that
upper-caste children used. After finishing
school, he got a fellowship to go to the US for higher studies. On his return to India in 1919, he wrote extensively about “upper”-caste power in contemporary society. In 1927, Ambedkar started a temple entry movement, in which his Mahar caste followers participated. Brahman priests were outraged when the Dalits used water from the
temple tank. Ambedkar led three such movements for temple entry between 1927 and 1935. His aim was to make everyone","India and the Contemporary World 44 or the children of God, organised satyagraha to secure them entry into temples, and access to public wells, tanks, roads and schools. He himself cleaned toilets to dignify the work of the bhangi (the sweepers), and persuaded upper castes to change their heart and give up ‘the sin of untouchability’. But many dalit leaders were keen on a different political solution to the problems of the community. They began organising themselves, demanding reserved seats in educational institutions, and a separate electorate that would choose dalit members for legislative councils. Political empowerment, they believed, would resolve the problems of their social disabilities. Dalit participation in the Civil Disobedience Movement was therefore limited, particularly in the Maharashtra and Nagpur region where their organisation was quite strong. Dr B.R. Ambedkar, who organised the dalits into the Depressed Classes Association in 1930, clashed with Mahatma

","where their organisation was quite strong. Dr B.R. Ambedkar, who organised the dalits into the Depressed Classes Association in 1930, clashed with Mahatma Gandhi at the second Round Table Conference by demanding separate electorates for dalits. When the British government conceded Ambedkar’s demand, Gandhiji began a fast unto death. He believed that separate electorates for dalits would slow down the process of their integration into society. Ambedkar ultimately accepted Gandhiji’s position and the result was the Poona Pact of September 1932. It gave the Depressed Classes (later to be known as the Schedule Castes) reserved seats in provincial and central legislative councils, but they were to be voted in by the general electorate. The dalit movement, however, continued to be apprehensive of the Congress-led national movement. Some of the Muslim political organisations in India were also lukewarm in their response to the Civil Disobedience"
"According to the provided context, the Self-Respect Movement was not explicitly mentioned. However, it appears that the movement being discussed is the Civil Disobedience Movement, which was led by Mahatma Gandhi.
The movement aimed to achieve swaraj (self-rule) and independence from British colonial rule in India. It started as a non-cooperation movement, but later evolved into civil disobedience, involving mass boycotts, demonstrations, and direct action against the government.

The movement was marked by conflicts within the Congress party, with some members opposing the idea of boycotting council elections and others fearing popular violence. A compromise was reached at the Nagpur session in December 1920, and the Non-Cooperation programme was adopted.

Various social groups participated in the movement, including rich peasant communities like the Patidars of Gujarat, who saw the movement as a way to assert their autonomy and resist British colonialism.","Based on the provided context, the Self-Respect Movement is not mentioned. The text only discusses the Non-Cooperation and Civil Disobedience Movements led by Mahatma Gandhi and other figures in India during the 1920s-1930s. Therefore, there is no information about the Self-Respect Movement or who started it.","ed bond that tied many different groups together. But each class and group felt the effects of colonialism differently, their experiences were varied, and their notions of freedom were not always the same. The Congress under Mahatma Gandhi tried to forge these groups together within one movement. But the unity did not emerge without conflict. In an earlier textbook you have read about the growth of nationalism in India up to the first decade of the twentieth century. In this chapter we will pick up the story from the 1920s and study the Non- Cooperation and Civil Disobedience Movements. We will explore how the Congress sought to develop the national movement, how different social groups participated in the movement, and how nationalism captured the imagination of people. Nationali sm in India Chapter IINationalism in India Fig. 1 – 6 April 1919. Mass processions on the streets became a common feature during the national movement. 2024-25

","toured extensively, mobilising popular support for the movement. Many within the Congress were, however, concerned about the proposals. They were reluctant to bo ycott the council elections scheduled for November 1920, and they feared that the movement might lead to popular violence. In the months between September and December there was an intense tussle within the Congress. For a while there seemed no meeting point between the supporters and the opponents of the movement. Finally, at the Congress session at Nagpur in December 1920, a compromise was worked out and the Non-Cooperation programme was adopted. How did the movement unfold? Who participated in it? How did different social groups conceive of the idea of Non-Cooperation? Fig. 4 – The boycott of foreign cloth, July 1922. Foreign cloth was seen as the symbol of Western economic and cultural domination. 2024-25

","41 Nationalism in India Round Table Conference) in London and the government ag reed to release the political prisoners. In December 1931, Gandhiji went to London for the conference, but the negotiations broke down and he returned disappointed. Back in India, he discovered that the government had begun a new cycle of repression. Ghaffar Khan and Jawaharlal Nehru were both in jail, the Congress had been declared illegal, and a series of measures had been imposed to prevent meetings, demonstrations and boycotts. With great apprehension, Mahatma Gandhi relaunched the Civil Disobedience Movement. For over a y ear, the mo vement continued, but b y 1934 it lost its momentum. 3.2 How Participants saw the Movement Let us now look at the different social groups that participated in the Civil Disobedience Movement. Why did they join the movement? What were their ideals? What did swaraj mean to them? In the countryside, rich peasant communities – like the Patidars of"
"According to the provided context, Begum Rokeya Sakhawat Hossain founded schools for Muslim girls in Patna and Calcutta, while Vidyasagar set up schools for girls in Calcutta. However, it does not specifically mention who founded the first schools for girls in India.
","According to the context, Muslim women like Begums of Bhopal and Begum Rokeya Sakhawat Hossain founded schools for girls in India.","they could understand. Women write about women From the early twentieth century, Muslim women
like the Begums of Bhopal played a notable role in promoting education among women. They founded a primary school for girls at Aligarh. Another remarkable woman, Begum Rokeya Sakhawat Hossain started schools for Muslim girls in Patna and Calcutta. She Fig. 5 Ishwarchandra Vidyasagar Fig. 6 – Students of Hindu Mahila Vidyalaya, 1875 When girls’ schools were first set up in the nineteenth century, it was generally believed that the curriculum for girls ought to be less taxing than that for boys. The Hindu Mahila Vidyalaya was one of the first institutions to provide girls with the kind of learning that was usual for boys at the time. Chap 7.indd 82 4/21/2022 12:23:31 PM Reprint 2024-25","82 OUR PASTS – III Girls begin going to school Many of the reformers felt that education for girls was necessary in order to improve the condition of women. Vidyasagar in Calcutta and many other reformers in Bombay set up schools for girls. When the first schools were opened in the mid-nineteenth century, many people were afraid of them. They feared that schools would take girls away from home, prevent them from doing their domestic duties. Moreover, girls had to travel through public places in order to reach school. Many people felt that this would have a corrupting influence on them. They felt that girls should stay away from public spaces. Therefore, throughout the nineteenth century, most educated women were taught at home by liberal fathers or husbands. Sometimes women taught themselves. Do you remember what you read about Rashsundari Debi in your book Social and Political Life
last year? She was one of those who secretly learned
","CIVILISING THE “NATIVE”, EDUCATING THE NATION 71 What Happened to the Local Schools? Do you have any idea of how children were taught in pre- British times? Have you ever wondered whether they went to schools? And if there were schools, what happened to these under British rule? The report of William Adam In the 1830s, William Adam, a Scottish missionary, toured
the districts of Bengal and
Bihar. He had been asked by the Company to report on the progress of education in vernacular schools. The report Adam produced is interesting. Adam found that there were over 1 lakh pathshalas in Bengal and Bihar. These were small institutions with no more than 20 students each. But the total number of children being taught in these pathshalas was considerable – over 20 lakh. These institutions were set up by wealthy people, or the local community. At times they were started by a teacher (guru). The system of education was flexible. Few things"
"According to the document, some families hesitated to send their daughters to school because they feared that schools would take girls away from home, prevent them from doing their domestic duties, and expose them to corrupting influences by having to travel through public places. Additionally, some people believed that girls should stay away from public spaces, and therefore, many educated women were taught at home by liberal fathers or husbands, or sometimes they taught themselves.
","According to the context, some families hesitated to send their daughters to school because they feared that schools would take girls away from home and prevent them from doing their domestic duties. Additionally, girls had to travel through public places to reach school, which many people believed would have a corrupting influence on them and thought it was best for girls to stay away from public spaces.","82 OUR PASTS – III Girls begin going to school Many of the reformers felt that education for girls was necessary in order to improve the condition of women. Vidyasagar in Calcutta and many other reformers in Bombay set up schools for girls. When the first schools were opened in the mid-nineteenth century, many people were afraid of them. They feared that schools would take girls away from home, prevent them from doing their domestic duties. Moreover, girls had to travel through public places in order to reach school. Many people felt that this would have a corrupting influence on them. They felt that girls should stay away from public spaces. Therefore, throughout the nineteenth century, most educated women were taught at home by liberal fathers or husbands. Sometimes women taught themselves. Do you remember what you read about Rashsundari Debi in your book Social and Political Life
last year? She was one of those who secretly learned","146 Exploring Society: India and Beyond
Governance and Democracy More than 20 years ago, in an area of Ahmedabad (Gujarat), Kamal Parmar , owner of a small auto-fabrication workshop, noticed a group of underprivileged children on the street. Some had dropped out of school, while others had never been to school. Kamal started giving them tuition from 5:30 to 9:30 pm every day, after his regular work hours. He also provided the kids with a free dinner . Soon, 150 children were attending those classes regularly and were deeply interested in the lessons! A few teachers from a local school noticed the classes and joined the teaching for a while. One of them observed, “These children don’t get proper benches to sit on, have no ‘silence zone’ classrooms and the vehicles passing by make lots of noise, yet they pay all their attention to what the teachers tell them. This touched my heart. The love and affection I got from them was unbelievable.” Some older children who","in a poor family in the 1850s. How would you have responded to the coming of the new system of government- regulated pathshalas? 2. Did you know that about 50 per cent of the children going to primary school drop out of school by the time they are 13 or 14? Can you think of the various possible reasons for this fact?  In a speech delivered on January 15, 1908 in Bombay, Aurobindo Ghose stated that the goal of national education was to awaken the spirit of nationality among the students. This required a contemplation of the heroic deeds of our ancestors. The education should be imparted in the vernacular so as to reach the largest number of people. Aurobindo Ghose emphasised that although the students should remain connected to their own roots, they should also take the fullest advantage of modern scientific discoveries and Western experiments in popular governments.
Moreover, the students should also learn some useful crafts so"
"According to the provided context, Ishwarchandra Vidyasagar played a significant role in promoting education among women by setting up schools for girls in Calcutta. He was one of the reformers who believed that education for girls was necessary to improve their condition and was a pioneer in providing girls with the same kind of learning as boys at the time.
","According to the provided context, Ishwarchandra Vidyasagar played a role in women's education by setting up schools for girls in Calcutta.","
they could understand. Women write about women From the early twentieth century, Muslim women
like the Begums of Bhopal played a notable role in promoting education among women. They founded a primary school for girls at Aligarh. Another remarkable woman, Begum Rokeya Sakhawat Hossain started schools for Muslim girls in Patna and Calcutta. She Fig. 5 Ishwarchandra Vidyasagar Fig. 6 – Students of Hindu Mahila Vidyalaya, 1875 When girls’ schools were first set up in the nineteenth century, it was generally believed that the curriculum for girls ought to be less taxing than that for boys. The Hindu Mahila Vidyalaya was one of the first institutions to provide girls with the kind of learning that was usual for boys at the time. Chap 7.indd 82 4/21/2022 12:23:31 PM Reprint 2024-25","82 OUR PASTS – III Girls begin going to school Many of the reformers felt that education for girls was necessary in order to improve the condition of women. Vidyasagar in Calcutta and many other reformers in Bombay set up schools for girls. When the first schools were opened in the mid-nineteenth century, many people were afraid of them. They feared that schools would take girls away from home, prevent them from doing their domestic duties. Moreover, girls had to travel through public places in order to reach school. Many people felt that this would have a corrupting influence on them. They felt that girls should stay away from public spaces. Therefore, throughout the nineteenth century, most educated women were taught at home by liberal fathers or husbands. Sometimes women taught themselves. Do you remember what you read about Rashsundari Debi in your book Social and Political Life
last year? She was one of those who secretly learned ","women, caste and reform 83 was a fearless critic of conservative ideas, arguing that religious leaders of every faith accorded an inferior place to women. By the 1880s, Indian women began to enter universities. some of them trained to be doctors, some became teachers. many women began to write and publish their critical views on the place of women in society. tarabai shinde, a woman educated at home at Poona, published a book, Stripurushtulna, ( a comparison between women and men), criticising the social differences between men

and women ( men dominant society). Pandita ramabai, a great scholar of sanskrit, felt that
Hinduism was oppressive towar ds women, and wrote a book about the miserable lives of upper-caste Hindu women. she founded a widows’ home at Poona to provide

shelter to widows who had been treated badly by their husbands’ relatives. Here women were trained so that they could support themselves economically."
"The Child Marriage Restraunt Act of 1929 was a law passed in India that prohibited men below the age of 18 and women below the age of 16 from getting married. This law was passed after a period of reform momentum gained strength, with Indian legislators fighting to make such a law.
","Based on the provided context, the Child Marriage Restraint Act of 1929 was passed to prevent child marriage. According to the Act, no man below the age of 18 and woman below the age of 16 could marry. Subsequently, these limits were raised to 21 for men and 18 for women.","84 OUR PASTS – III Law against child marriage
With the growth of women’s organisations and writings on these issues, the momentum for reform gained strength. People challenged another established custom – that of child marriage. There were a number of Indian legislators in the Central Legislative Assembly who fought to make a law preventing child marriage. In 1929, the Child Marriage Restraint Act was passed without the kind of bitter debates and struggles that earlier laws had seen. According to the Act, no man below the age of 18 and woman below the age of 16 could marry. Subsequently these limits were raised to 21 for men and 18 for women. Caste and Social Reform Some of the social reformers we have been discussing also criticised caste inequalities. Rammohun Roy translated an old Buddhist text that was critical of caste. The Prarthana Samaj adhered to the tradition of Bhakti that believed in spiritual equality of all castes.","lakes, rivers, wildlife and to have compassion for living creatures; (h) to develop the scient ific temper , humanism and the spirit of inquiry and reform; (i) to safeguard public proper ty and to abjure violence; (j) to strive towards excellence in all spheres of individual and collective activity so that the nation constantly rises to higher levels of endeavour and achievement;

(k) who is a parent or guardian, to provide opportunities for education to his child or, as the case may be, ward between the age of six and fourteen years. Note: The Article 51A containing Fundamental Duties was inserted by the Constitution (42nd Amendment) Act, 1976 (with effect from 3 January 1977). *(k) was inserted by the Constitution (86th Amendment) Act, 2002 (with effect from 1 April 2010). prelims100724_v14.indd 13prelims100724_v14.indd 13 12-Jul-24 6:50:05 PM12-Jul-24 6:50:05 PM","education among the Sikhs, often combining modern instruction with Sikh teachings. Let’s imagine Imagine you are a teacher in the school set up by Rokeya Hossain. There are 20 girls in your charge. Write an account of the discussions that might have taken place on any one day in the school. Let’s recall

What social ideas did the following people support. Rammohun Roy Dayanand Saraswati Veerasalingam Pantulu Jyotirao Phule Pandita Ramabai Periyar Mumtaz Ali Ishwarchandra Vidyasagar
State whether true or false: (a) When the British captured Bengal, they framed many new laws to regulate the rules regarding marriage, adoption, inheritance of property, etc. (b) Social reformers had to discard the ancient texts
in order to argue for reform in social practices. (c) Reformers got full support from all sections of the people of the country. (d) The Child Marriage Restraint Act was passed
in 1829. Chap 7.indd 91 4/21/2022 12:23:53 PM Reprint 2024-25"
